State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[1][0]	m[1][1]	m[1][2]	m[2][0]	m[2][1]	m[2][2]	
1255000	-52926.3	0.989306	0.00754024	0.00315363	0.00654307	0.990717	0.00274	0.0427584	0.00334954	0.953892	
1256000	-52929	0.985396	0.00472705	0.00987681	0.0103759	0.985758	0.00386655	0.0177068	0.0710052	0.911288	
1257000	-52908.3	0.994007	7.37106e-07	0.00599219	0.0158186	0.982689	0.00149218	0.010131	0.0994477	0.890421	
1258000	-52910.1	0.967417	0.0279664	0.00461713	0.0045262	0.988592	0.00688139	0.101545	0.00974904	0.888706	
1259000	-52912.1	0.985175	0.00302549	0.0117997	0.00263167	0.993072	0.00429594	0.00840467	0.011863	0.979732	
1260000	-52934.7	0.991555	0.00708619	0.00135859	0.00459153	0.970246	0.0251621	0.0298953	0.0139808	0.956124	
1261000	-52937.7	0.979747	0.00830934	0.0119438	0.0140761	0.970201	0.0157229	0.0687602	0.0338934	0.897346	
1262000	-52910.8	0.964437	0.00876218	0.0268011	0.00341779	0.994843	0.00173893	0.0368784	0.0468498	0.916272	
1263000	-52925.8	0.964303	0.0109082	0.024789	0.0167528	0.96752	0.0157271	0.0308856	0.0124344	0.95668	
1264000	-52937.6	0.989632	0.00900924	0.0013583	0.0064907	0.993074	0.000435104	0.0437662	0.0431952	0.913039	
1265000	-53001.7	0.977336	0.0222041	0.000460155	0.0139901	0.980308	0.0057016	0.0137791	0.0209175	0.965303	
1266000	-53008.2	0.99727	0.000123529	0.00260629	0.0524434	0.94587	0.00168625	0.0195348	0.0162031	0.964262	
1267000	-53028.1	0.968162	0.010694	0.0211436	0.000803584	0.981649	0.0175469	0.0256894	0.045134	0.929177	
1268000	-53028.2	0.984987	0.000724781	0.0142885	0.00260296	0.996651	0.00074562	0.00422444	0.0421642	0.953611	
1269000	-53039.4	0.984859	0.0131708	0.00196982	0.00410747	0.986974	0.00891861	0.0579906	0.120414	0.821595	
1270000	-53065.7	0.989857	0.00852084	0.00162253	0.000815602	0.983285	0.0158995	0.0446864	0.0102244	0.945089	
1271000	-53075	0.994291	0.00364863	0.00206003	0.00287848	0.994012	0.0031098	0.0236317	0.00950314	0.966865	
1272000	-53061.9	0.979053	0.00740351	0.0135436	0.00811106	0.978998	0.012891	0.100399	0.0143846	0.885217	
1273000	-53046.2	0.972963	0.00427446	0.0227622	0.0107741	0.985979	0.00324698	0.0754462	0.0694695	0.855084	
1274000	-53079	0.989237	0.00530057	0.0054628	0.0142223	0.979498	0.00628006	0.00454911	0.027423	0.968028	
1275000	-53085.4	0.996549	0.000175675	0.00327577	0.00361864	0.991623	0.00475859	0.0195044	0.112148	0.868347	
1276000	-53076.4	0.957675	0.00373382	0.0385913	0.00809968	0.987647	0.00425336	0.0141896	0.0312423	0.954568	
1277000	-53058.7	0.985487	0.00476381	0.00974934	0.00626631	0.987939	0.00579493	0.00522525	0.0257238	0.969051	
1278000	-53076.5	0.980004	0.000298575	0.0196978	0.0346982	0.95878	0.00652205	0.0432873	0.0308617	0.925851	
1279000	-53036.5	0.979353	0.00496444	0.0156823	0.00506432	0.976166	0.0187695	0.00411992	0.0213887	0.974491	
1280000	-53010.9	0.993049	0.000586484	0.00636477	0.000724782	0.964306	0.0349691	0.0130837	0.0188242	0.968092	
1281000	-53015	0.992036	0.00416334	0.00380038	0.00781917	0.97993	0.0122508	0.0281778	0.100705	0.871117	
1282000	-53028.5	0.988161	0.0115073	0.000331649	0.000585934	0.989389	0.0100255	0.050064	0.0241085	0.925828	
1283000	-53041.8	0.995995	0.00156766	0.00243749	0.0215434	0.968848	0.00960879	0.00262518	0.096091	0.901284	
1284000	-53050.3	0.988157	0.00902236	0.00282015	0.0292833	0.968067	0.00264981	0.0906911	0.00015331	0.909156	
1285000	-53006.3	0.985805	0.000333351	0.0138613	0.00565256	0.983066	0.0112817	0.0139891	0.000414757	0.985596	
1286000	-53025.5	0.995079	0.00393524	0.00098581	0.0112083	0.977098	0.0116933	0.0195116	0.0332222	0.947266	
1287000	-53033.6	0.973053	0.0147885	0.0121589	0.00190373	0.992329	0.00576774	0.0751893	0.00383319	0.920978	
1288000	-53047.9	0.972045	0.00112575	0.026829	0.00388705	0.988742	0.00737089	0.0218799	0.0497159	0.928404	
1289000	-53032.4	0.985312	0.0122424	0.00244583	0.00580206	0.993618	0.00057964	0.0626501	0.000593834	0.936756	
1290000	-53027.5	0.976414	0.0231879	0.000398349	0.00405751	0.968674	0.0272688	0.00876332	0.0597986	0.931438	
1291000	-53037.8	0.984689	0.0140777	0.00123308	0.00280491	0.983705	0.0134904	0.0276525	0.0665357	0.905812	
1292000	-53029.9	0.972321	0.0084791	0.0191997	0.00105377	0.997182	0.00176429	0.0124673	0.0272542	0.960279	
1293000	-53024	0.992632	0.00215563	0.00521211	0.00700475	0.991939	0.00105645	0.0816304	0.057055	0.861315	
1294000	-53024.1	0.990505	0.000936756	0.00855801	0.0263792	0.972055	0.00156626	0.0180431	0.0169347	0.965022	
1295000	-53012.3	0.984754	0.0091804	0.00606512	0.0137108	0.979936	0.00635318	0.00687474	0.00767485	0.98545	
1296000	-53041.1	0.981147	0.0132881	0.00556469	0.000744082	0.987955	0.0113011	0.0360544	0.0081313	0.955814	
1297000	-53040.9	0.982296	0.00655669	0.0111472	0.0315211	0.961946	0.00653342	0.0548795	0.0225729	0.922548	
1298000	-52997.2	0.960968	0.0164745	0.0225577	0.00103681	0.991613	0.00735037	0.00232579	0.0223769	0.975297	
1299000	-52998.3	0.9903	0.00375042	0.00594922	0.00249874	0.993819	0.00368207	0.063872	0.0163866	0.919741	
1300000	-53034.2	0.982029	0.0127191	0.00525187	0.0198597	0.974075	0.00606518	0.0167824	0.0758966	0.907321	
1301000	-53021.7	0.986341	0.000792271	0.0128668	0.00635931	0.987882	0.00575821	0.0203567	0.0038442	0.975799	
1302000	-53027.8	0.978216	0.00788794	0.0138962	0.000421021	0.993544	0.006035	0.0475183	0.0600561	0.892426	
1303000	-52978.9	0.974475	0.0146769	0.0108483	0.000527464	0.999072	0.000400919	0.0524058	0.0469985	0.900596	
1304000	-52972.6	0.988782	0.00990142	0.00131636	0.0624744	0.93703	0.000495603	0.0249021	0.0526007	0.922497	
1305000	-52971.2	0.999212	0.0002187	0.000569777	0.0028838	0.981631	0.0154852	0.0289311	0.0670146	0.904054	
1306000	-53029.5	0.99059	0.00319198	0.00621807	0.0172737	0.975045	0.007681	0.03865	0.0202309	0.941119	
1307000	-53005	0.981231	0.0138884	0.00488014	0.0057843	0.987169	0.00704706	0.0346677	0.0243435	0.940989	
1308000	-52998	0.963217	0.023101	0.013682	0.000894378	0.965997	0.0331082	0.0501712	0.00218515	0.947644	
1309000	-52973.1	0.987098	0.00936814	0.00353351	0.00363117	0.995184	0.00118513	0.00959549	0.0089564	0.981448	
1310000	-52950.6	0.975649	0.0195505	0.00480086	0.0338412	0.965984	0.000175312	0.0483788	0.0582074	0.893414	
1311000	-52959.4	0.980287	0.0112368	0.00847627	0.0173833	0.968002	0.0146143	0.0048029	0.00657689	0.98862	
1312000	-52927.1	0.969131	0.000947192	0.0299222	0.00587961	0.976039	0.0180813	0.0144673	0.0258617	0.959671	
1313000	-52916	0.991706	0.000864137	0.00742962	0.00228766	0.975368	0.0223448	0.0320452	0.0189161	0.949039	
1314000	-52897.8	0.994783	0.00468201	0.000534975	0.00359918	0.985365	0.0110355	0.0154038	0.00066835	0.983928	
1315000	-52908.8	0.990834	0.000847674	0.00831834	0.00928276	0.959949	0.0307678	0.0730854	0.00387201	0.923043	
1316000	-52922.7	0.988091	0.00841299	0.00349648	0.00287048	0.993733	0.00339666	0.0193137	0.0345189	0.946167	
1317000	-52894.4	0.976212	0.0159981	0.00779042	0.00292705	0.992538	0.00453497	0.00282974	0.00877654	0.988394	
1318000	-52950.3	0.966752	0.00227296	0.0309752	0.0158443	0.970475	0.0136803	0.0974583	0.00229975	0.900242	
1319000	-52911.2	0.980138	0.0051673	0.0146949	0.00101472	0.997626	0.00135892	0.000767943	0.0357789	0.963453	
1320000	-52952.4	0.990856	0.00849167	0.000651971	0.00713117	0.986025	0.00684428	0.00189803	0.0142975	0.983804	
1321000	-52957.9	0.997832	0.0013842	0.00078409	0.0067101	0.988305	0.00498527	0.0225951	0.0182955	0.959109	
1322000	-52988.3	0.978992	0.0190809	0.00192685	0.00561974	0.991292	0.00308839	0.0165675	0.0122507	0.971182	
1323000	-52963.7	0.987156	0.0126721	0.000171699	0.00380899	0.986754	0.0094373	0.0464384	0.0166993	0.936862	
1324000	-53032.5	0.982099	0.00293969	0.0149616	0.00425395	0.994337	0.00140861	2.53882e-05	0.0112807	0.988694	
1325000	-53011.9	0.995351	0.00356578	0.00108369	0.00315926	0.986288	0.0105524	0.0123135	0.0678021	0.919884	
1326000	-53021.6	0.994401	0.000576127	0.00502275	0.00718196	0.981121	0.0116972	0.00895654	0.0745331	0.91651	
1327000	-53053.1	0.994406	0.00318416	0.00240968	0.00530788	0.986021	0.00867121	0.0766979	0.00636267	0.916939	
1328000	-53076.6	0.987518	0.00806618	0.00441556	0.038814	0.950875	0.0103106	0.0870224	0.0319904	0.880987	
1329000	-53037.7	0.995204	0.00302013	0.00177552	0.0296713	0.956829	0.0134996	0.00907172	0.0264192	0.964509	
1330000	-53035	0.97048	0.00721082	0.0223096	0.0036074	0.991088	0.0053047	0.0357464	0.0187548	0.945499	
1331000	-53069.8	0.994586	0.00362844	0.00178516	0.00451758	0.974393	0.0210892	0.0104333	0.0951756	0.894391	
1332000	-53095.1	0.990175	0.00383582	0.00598948	0.00118741	0.996572	0.00224105	0.0614918	0.0138109	0.924697	
1333000	-53066.7	0.981238	0.0169434	0.00181849	0.00137957	0.993692	0.00492808	0.000193212	0.0058033	0.994003	
1334000	-53058.4	0.987109	0.0114366	0.00145482	0.0044285	0.960654	0.0349173	0.0179102	0.00848778	0.973602	
1335000	-53059.8	0.995691	0.00370917	0.000599624	0.00121121	0.997129	0.0016596	0.00170568	0.0575462	0.940748	
1336000	-53046.6	0.991055	0.00436473	0.00458007	0.0162456	0.977631	0.00612308	0.0554776	0.0475275	0.896995	
1337000	-53041.5	0.994933	0.00155159	0.00351491	0.00953839	0.985542	0.00491966	0.0390458	0.00779371	0.953161	
1338000	-53041.4	0.967543	0.0245292	0.00792751	0.00916331	0.987489	0.0033476	0.0331362	0.00124488	0.965619	
1339000	-53032.4	0.974173	0.0182355	0.00759125	0.0112835	0.971371	0.017346	0.0160014	0.0342782	0.94972	
1340000	-53039.4	0.987955	0.000379486	0.0116658	0.00669335	0.977239	0.0160676	0.0328363	0.0558115	0.911352	
1341000	-53055.9	0.983023	0.00234024	0.014637	0.00926852	0.93164	0.0590915	0.0329296	0.0118725	0.955198	
1342000	-53061.7	0.978319	0.0134279	0.00825274	0.012328	0.986737	0.000935364	0.0125398	0.0447209	0.942739	
1343000	-53047.5	0.983214	0.00602346	0.0107623	0.000294367	0.994761	0.00494509	0.00890469	0.111526	0.879569	
1344000	-53073.8	0.939088	0.025312	0.0356001	0.00692304	0.987939	0.00513766	0.0716979	0.00821167	0.92009	
1345000	-53074.4	0.993177	0.00295319	0.00386941	0.00437593	0.990672	0.00495247	0.0111199	0.0215784	0.967302	
1346000	-53101.2	0.994571	0.00169128	0.00373768	0.00193551	0.984315	0.0137499	0.025029	0.0344109	0.94056	
1347000	-53082.9	0.9675	0.0147947	0.0177048	0.0124048	0.983629	0.00396663	0.00451175	0.0268332	0.968655	
1348000	-53098.1	0.983225	0.0054492	0.011326	0.00489972	0.982576	0.0125244	0.0160903	0.0245617	0.959348	
1349000	-53089.4	0.989865	0.00676605	0.00336848	0.0191983	0.979143	0.00165857	0.0396212	0.00929366	0.951085	
1350000	-53101.3	0.987979	0.0114218	0.000598778	0.0159198	0.940642	0.043438	0.00668748	0.00015195	0.993161	
1351000	-53077.6	0.993849	0.00301882	0.00313171	0.00510372	0.994832	6.39783e-05	0.013562	0.090727	0.895711	
1352000	-53072.2	0.970539	0.0159891	0.0134719	0.00332697	0.985688	0.0109851	0.0439771	0.0269201	0.929103	
1353000	-53073.8	0.989214	0.00530377	0.00548267	0.000776645	0.987988	0.0112353	0.0388672	0.016513	0.94462	
1354000	-53073	0.978515	0.0203167	0.0011684	0.00192402	0.98784	0.0102357	0.0435494	0.0141549	0.942296	
1355000	-53053.5	0.971275	0.0190499	0.00967538	0.0235054	0.961505	0.0149893	0.0270836	0.071523	0.901393	
1356000	-53026.9	0.971909	0.0147141	0.0133767	0.000715778	0.99107	0.00821393	0.00170397	0.0400829	0.958213	
1357000	-53035.8	0.976197	0.00643919	0.0173634	0.0214069	0.954971	0.0236219	0.0259565	0.104384	0.869659	
1358000	-53045.3	0.966843	0.0165561	0.0166007	0.00586383	0.992241	0.00189564	0.0185638	0.00218784	0.979248	
1359000	-53091.9	0.990488	0.000381686	0.00913029	0.0288605	0.970144	0.000995109	0.0224872	0.0461611	0.931352	
1360000	-53083.3	0.989267	0.00743504	0.00329794	0.00275685	0.983733	0.0135104	0.00770293	0.0990616	0.893236	
1361000	-53053.5	0.993133	0.00357333	0.00329362	0.00189822	0.989942	0.00815985	0.0187007	0.0285759	0.952723	
1362000	-53076.2	0.982769	0.0163369	0.00089379	0.00543684	0.989698	0.00486504	0.0328797	0.0490896	0.918031	
1363000	-53058.6	0.994584	0.00160455	0.0038118	0.00979129	0.98769	0.002519	0.0984681	0.0124002	0.889132	
1364000	-53068.5	0.99135	0.00698212	0.00166804	0.00390343	0.994308	0.0017883	0.0105262	0.0826518	0.906822	
1365000	-53079.5	0.975873	0.019532	0.00459524	0.0044398	0.994129	0.0014313	0.0328541	0.0164594	0.950687	
1366000	-53117.3	0.987606	0.00681739	0.00557667	0.0020291	0.992386	0.0055854	0.0147536	0.131981	0.853265	
1367000	-53092.5	0.968795	0.0139301	0.0172753	0.00791406	0.983162	0.00892359	2.2955e-05	0.0288335	0.971144	
1368000	-53070.7	0.993142	0.00221299	0.00464452	0.00200559	0.973438	0.0245561	0.0653809	0.0199697	0.914649	
1369000	-53060.6	0.994245	0.00145859	0.0042961	0.0313349	0.96558	0.00308483	0.0178385	0.0379489	0.944213	
1370000	-53073	0.994991	0.000951741	0.00405747	0.00280788	0.990822	0.00637053	0.0279264	0.0029439	0.96913	
1371000	-53042.1	0.971883	0.00586989	0.0222471	0.00911369	0.988663	0.0022233	0.0087396	0.0594402	0.93182	
1372000	-52990.4	0.981185	0.0170519	0.00176274	0.00750059	0.98519	0.00730936	0.0106459	0.00725029	0.982104	
1373000	-52964	0.984796	0.00386907	0.0113351	0.0076612	0.962056	0.0302824	0.00223602	0.0466296	0.951134	
1374000	-52939.5	0.986758	0.00140759	0.011834	0.000892901	0.994175	0.00493249	0.0278491	0.00201856	0.970132	
1375000	-52928.3	0.968813	0.00845689	0.0227302	0.00394125	0.991474	0.00458485	0.0214717	0.00732677	0.971202	
1376000	-52924.2	0.993877	0.00276243	0.00336064	0.0110911	0.984142	0.00476682	0.00836171	0.0470173	0.944621	
1377000	-52944.4	0.987623	0.0118395	0.00053762	0.000864919	0.9951	0.00403458	0.00848926	0.0802457	0.911265	
1378000	-52960.8	0.970933	0.0118685	0.0171985	0.00243626	0.991903	0.00566113	0.0449785	0.128044	0.826977	
1379000	-52947	0.974225	0.0195379	0.00623756	0.00333865	0.992714	0.0039471	0.0322382	0.0367161	0.931046	
1380000	-52939.2	0.979501	0.00673935	0.0137601	0.00900134	0.97841	0.0125888	0.0216096	0.0771164	0.901274	
1381000	-52978.6	0.99862	7.79063e-05	0.00130253	0.0163429	0.965305	0.0183524	0.0359175	0.00971826	0.954364	
1382000	-52977.1	0.982988	0.0165494	0.00046219	4.44493e-05	0.992459	0.00749683	0.00132572	0.0130497	0.985625	
1383000	-52975.4	0.987978	0.0106327	0.00138885	0.00426201	0.989759	0.00597914	0.019401	0.0817364	0.898863	
1384000	-52968.6	0.988382	0.00304702	0.00857106	0.00785126	0.967245	0.0249036	0.0266909	0.0184312	0.954878	
1385000	-53011.6	0.982549	0.0134175	0.00403399	0.00522994	0.99258	0.00219046	0.0259241	0.00205462	0.972021	
1386000	-53055.7	0.994966	0.000250238	0.00478352	0.0173843	0.958687	0.0239292	0.00337248	0.00390784	0.99272	
1387000	-53045	0.996653	0.00298605	0.000360748	0.00197107	0.993532	0.00449679	0.000227898	0.0107792	0.988993	
1388000	-52998.1	0.981776	0.0076523	0.0105713	0.0119364	0.984547	0.00351654	0.00350265	0.00837249	0.988125	
1389000	-52980.2	0.989772	0.00925092	0.000977177	0.0126032	0.981741	0.00565601	0.0457908	0.0354347	0.918774	
1390000	-52984.7	0.977025	0.00136335	0.0216113	0.00718279	0.991705	0.00111234	0.00214301	0.0408759	0.956981	
1391000	-53001.4	0.951667	0.029933	0.0183997	0.000519417	0.976707	0.0227737	0.0273582	0.0142817	0.95836	
1392000	-53005.4	0.996152	0.00372355	0.00012428	0.00887344	0.981561	0.00956591	0.0246454	0.0078501	0.967504	
1393000	-53037.5	0.987685	0.00380682	0.00850804	0.00320253	0.958446	0.0383512	0.0528512	0.0253034	0.921845	
1394000	-53061.3	0.997506	0.0018288	0.000665557	0.00114587	0.9701	0.0287545	0.0143862	0.0403094	0.945304	
1395000	-53024.8	0.998655	0.00109071	0.000253996	0.00311795	0.971802	0.0250803	0.0542015	0.0157151	0.930083	
1396000	-53007.6	0.978179	0.00609078	0.0157305	0.00264703	0.965874	0.0314791	0.0114513	0.00206467	0.986484	
1397000	-52995.6	0.989352	0.00635344	0.00429433	0.00161086	0.996975	0.00141462	0.0715317	0.0320121	0.896456	
1398000	-53022.8	0.969983	0.020818	0.00919869	0.0270781	0.961508	0.0114138	0.0544332	0.00822081	0.937346	
1399000	-53063.5	0.983941	0.00725505	0.00880433	0.00785014	0.988336	0.00381376	0.00174796	0.0130001	0.985252	
1400000	-53085.5	0.991056	0.00364179	0.00530193	0.0208681	0.938288	0.040844	0.0197879	0.0348005	0.945412	
1401000	-53050.4	0.988952	0.0102458	0.000802344	0.000342281	0.998214	0.00144344	0.00139346	0.017836	0.980771	
1402000	-53010.2	0.998242	0.0017044	5.31225e-05	0.0126287	0.982527	0.00484455	0.0417652	0.00159347	0.956641	
1403000	-53031.6	0.993998	0.00371506	0.00228703	0.026678	0.967404	0.00591759	0.0137173	0.0325853	0.953697	
1404000	-53026.5	0.981636	0.0170609	0.00130278	0.00995254	0.988933	0.00111487	0.0447011	0.0547222	0.900577	
1405000	-53037.7	0.995164	0.0038969	0.000939338	0.00572988	0.991255	0.00301536	0.0471002	0.000251545	0.952648	
1406000	-53073.5	0.981243	0.014689	0.00406774	0.00642184	0.989926	0.00365266	0.0254189	0.00330119	0.97128	
1407000	-53072.7	0.986499	0.0112178	0.00228295	0.0261641	0.971423	0.00241292	0.0894268	0.00453129	0.906042	
1408000	-53047.5	0.98669	0.00742696	0.00588312	0.0118678	0.984409	0.00372315	0.0837546	0.00980089	0.906445	
1409000	-53036.5	0.987778	0.00590036	0.00632204	0.00224646	0.991565	0.00618851	0.0187963	0.0416585	0.939545	
1410000	-53028.5	0.990272	7.41032e-05	0.00965421	0.00132142	0.994025	0.00465359	0.000513761	0.000238468	0.999248	
1411000	-53047	0.973572	0.023847	0.00258059	0.00239882	0.995707	0.00189466	0.0136162	0.0628069	0.923577	
1412000	-53025.8	0.959349	0.0246648	0.0159865	0.0154619	0.983362	0.00117583	0.00124241	0.0113138	0.987444	
1413000	-52992.8	0.988326	0.00642285	0.0052516	0.000816377	0.9945	0.00468397	0.0272194	0.0392899	0.933491	
1414000	-52996.7	0.995406	0.00222255	0.00237139	0.0106492	0.977499	0.0118521	0.00736132	0.0262808	0.966358	
1415000	-53005.2	0.986759	0.00910508	0.00413603	0.0245174	0.959551	0.0159317	0.0321174	0.00805481	0.959828	
1416000	-52976.7	0.980503	0.00164944	0.0178471	0.000148023	0.999699	0.000153047	0.0221498	0.0551131	0.922737	
1417000	-52969.6	0.987371	0.00737842	0.005251	0.00383611	0.964298	0.0318656	0.0281704	0.00240912	0.96942	
1418000	-52962.8	0.977455	0.00970154	0.012843	0.00224257	0.994086	0.00367123	0.0126214	0.0742064	0.913172	
1419000	-53006.9	0.984377	0.0121228	0.00349977	0.000679608	0.998533	0.000787682	0.0765064	0.0245763	0.898917	
1420000	-53030.4	0.974068	0.0218155	0.00411622	0.02007	0.934962	0.0449678	0.0544852	0.00831834	0.937197	
1421000	-53062.5	0.960922	0.0208939	0.0181844	0.0113195	0.977652	0.0110283	0.0453988	0.0161228	0.938478	
1422000	-53067.5	0.99082	0.00760655	0.00157356	0.00737815	0.989175	0.00344725	0.0496941	0.0178529	0.932453	
1423000	-53072.5	0.993369	0.00343175	0.00319958	0.0261459	0.950806	0.0230481	0.000586812	0.000455288	0.998958	
1424000	-53090.4	0.988791	0.00836848	0.00284047	0.00223951	0.997425	0.000335752	0.00170927	0.0233464	0.974944	
1425000	-53079.9	0.975636	0.0235418	0.000821755	0.0179853	0.980124	0.00189023	0.0289305	0.0453733	0.925696	
1426000	-53098.8	0.993957	0.0051384	0.000904544	0.00610926	0.970558	0.0233324	0.00686493	0.0140726	0.979063	
1427000	-53058.9	0.995186	0.00255037	0.00226363	0.0123535	0.986221	0.00142578	0.0109056	0.00691123	0.982183	
1428000	-53073.1	0.978142	0.0106018	0.0112566	0.000239126	0.996221	0.0035397	0.0888077	0.00722354	0.903969	
1429000	-53075.6	0.980524	0.00526967	0.0142063	0.0067915	0.989292	0.0039169	0.150499	0.0119989	0.837502	
1430000	-53016.4	0.995844	0.00275362	0.00140287	0.0201248	0.979468	0.000407057	0.0104845	0.0494342	0.940081	
1431000	-53010.2	0.988497	0.0112816	0.000221566	0.0148153	0.984391	0.000793661	0.0331045	0.0229448	0.943951	
1432000	-53044.4	0.99019	0.00820075	0.0016089	0.00238103	0.989947	0.00767166	0.0298928	0.00191327	0.968194	
1433000	-53057.8	0.998508	0.0006184	0.000873576	0.010505	0.96749	0.022005	0.0370605	0.049805	0.913135	
1434000	-53020.7	0.983	0.00986737	0.00713253	0.00552683	0.994107	0.000365676	0.08166	0.00156132	0.916779	
1435000	-52992.3	0.991254	0.00534388	0.00340233	0.00359123	0.996161	0.000247361	0.0189968	0.0694245	0.911579	
1436000	-53042.7	0.989943	0.00977044	0.000286569	0.0287694	0.96992	0.00131014	0.00266633	0.121702	0.875632	
1437000	-53021.4	0.983032	0.00591747	0.0110504	0.00270045	0.967914	0.029386	0.0342096	0.0080861	0.957704	
1438000	-53016.9	0.98798	0.0115008	0.000518975	0.0384344	0.947273	0.0142922	0.000421179	0.00667017	0.992909	
1439000	-53031.7	0.975121	0.0239168	0.00096216	0.0200679	0.976794	0.00313797	0.0111733	0.0319499	0.956877	
1440000	-53024.1	0.986714	0.00227757	0.0110087	0.000325829	0.998456	0.00121813	0.036426	0.00145388	0.96212	
1441000	-53018.5	0.983777	0.0149082	0.00131492	0.0015461	0.990423	0.00803082	0.0246344	0.0516583	0.923707	
1442000	-53007.6	0.996148	0.00242387	0.00142854	0.00500415	0.970978	0.0240181	0.00199674	0.0015923	0.996411	
1443000	-52979.2	0.98745	0.0074495	0.00510077	0.0102769	0.975868	0.0138553	0.0136689	0.0225695	0.963762	
1444000	-53027.8	0.97989	9.89188e-05	0.020011	0.00390938	0.971065	0.0250258	0.00768047	0.00456996	0.98775	
1445000	-52987.4	0.98583	0.00624343	0.00792609	0.00059735	0.993644	0.00575844	0.0239268	0.0200816	0.955992	
1446000	-52978	0.981065	0.0104584	0.00847665	0.00616517	0.989389	0.00444626	0.00530967	0.00699981	0.987691	
1447000	-52960.5	0.969307	0.0030112	0.0276823	0.00126188	0.99686	0.00187857	0.0631381	0.00717544	0.929686	
1448000	-52937.2	0.982837	0.00126607	0.0158965	0.00986519	0.985542	0.00459302	0.0907218	0.0227485	0.88653	
1449000	-52923.3	0.992163	0.000933068	0.00690423	0.00341	0.964942	0.0316475	0.00276177	0.0149228	0.982315	
1450000	-52946.9	0.980222	0.00054428	0.0192337	0.00746288	0.985999	0.00653766	0.00641137	0.144918	0.84867	
1451000	-52925.3	0.994516	0.000193534	0.00529021	0.00585118	0.99301	0.00113851	0.0029723	0.00251944	0.994508	
1452000	-52956.8	0.978248	0.00355297	0.0181987	0.0235434	0.973807	0.0026496	0.015835	0.0229216	0.961243	
1453000	-52948.7	0.987381	0.00458192	0.00803758	0.00373049	0.99381	0.0024592	0.0485657	0.0347977	0.916637	
1454000	-52958.1	0.990058	0.00460283	0.00533958	0.0204613	0.971387	0.00815118	0.0226407	0.00651394	0.970845	
1455000	-52931.5	0.989438	0.00382951	0.00673205	0.0147744	0.983479	0.00174663	0.048662	0.0836892	0.867649	
1456000	-52941.8	0.989202	0.00132541	0.00947243	0.00379607	0.994465	0.00173881	0.0274683	0.0312125	0.941319	
1457000	-52930.2	0.975695	0.0106585	0.0136464	0.0103376	0.98263	0.00703206	0.022104	0.0118178	0.966078	
1458000	-52938.3	0.995618	0.00394502	0.000436966	0.00261989	0.990264	0.00711652	0.0187087	0.0529907	0.928301	
1459000	-52917.4	0.991109	0.00481795	0.00407261	0.00900205	0.986928	0.00406958	0.0195685	0.00303797	0.977393	
1460000	-52933.2	0.979847	0.0130046	0.00714882	0.021306	0.976974	0.00171982	0.0302409	0.0431326	0.926626	
1461000	-52924.8	0.963075	0.00835065	0.0285748	0.00829493	0.990596	0.00110923	0.0122567	0.0604193	0.927324	
1462000	-52965.1	0.985647	0.00924859	0.00510417	0.0110789	0.967687	0.0212336	0.0405682	0.129727	0.829705	
1463000	-52974.2	0.978628	0.0121916	0.00918042	0.00598015	0.980714	0.0133058	0.0260851	0.0882413	0.885674	
1464000	-52975.3	0.988385	0.00813032	0.00348488	0.00915909	0.990162	0.000679084	0.0484329	0.000138209	0.951429	
1465000	-52933.6	0.983504	0.00841908	0.00807704	0.00142833	0.995106	0.00346567	0.0147463	0.00238663	0.982867	
1466000	-52909.6	0.989863	0.00683707	0.00329965	0.00345798	0.991168	0.00537446	0.0127084	0.00515625	0.982135	
1467000	-52930.8	0.990657	0.00491192	0.00443079	0.00114066	0.993268	0.00559126	0.00360007	0.0206357	0.975764	
1468000	-52954	0.975581	0.00941481	0.0150045	0.0174988	0.958437	0.0240645	0.00169496	0.0208902	0.977415	
1469000	-52954.7	0.994247	0.00278746	0.0029657	0.00231601	0.993113	0.00457055	0.0156973	0.00477784	0.979525	
1470000	-52941.6	0.995456	0.00333408	0.00120964	0.00534524	0.975204	0.0194509	0.0214069	0.0415425	0.937051	
1471000	-52943.6	0.993586	0.000264647	0.00614975	0.0159192	0.976876	0.00720519	0.0145748	0.00409102	0.981334	
1472000	-52914.4	0.961213	0.0281638	0.0106231	0.0177349	0.979162	0.00310274	0.164667	0.0202021	0.815131	
1473000	-52926.1	0.973467	0.0254764	0.00105646	0.00480891	0.990703	0.0044876	0.00857244	0.0218538	0.969574	
1474000	-52934.6	0.984158	0.00222387	0.0136183	0.00682535	0.992946	0.000228503	0.0403419	0.00543886	0.954219	
1475000	-52913.3	0.979342	0.0108986	0.00975952	0.0059807	0.992247	0.00177249	0.0246434	0.0117534	0.963603	
1476000	-52857.9	0.98894	0.00372993	0.00732958	0.0040035	0.982088	0.0139085	0.0673038	0.0361733	0.896523	
1477000	-52892.6	0.984207	0.00314322	0.0126497	0.00288718	0.961225	0.0358875	0.0534228	0.00840691	0.93817	
1478000	-52892.9	0.992412	0.00114634	0.0064416	0.00297647	0.996575	0.000448882	0.0147664	0.0230382	0.962195	
1479000	-52911.1	0.986556	0.00644065	0.00700341	0.0065456	0.980245	0.0132096	0.0259926	0.00117863	0.972829	
1480000	-52928.9	0.992852	0.00301243	0.00413599	0.0126339	0.979617	0.00774882	0.127771	0.0223998	0.849829	
