State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[1][0]	m[1][1]	m[1][2]	m[2][0]	m[2][1]	m[2][2]	
7731000	-52935.5	0.992686	0.0044502	0.00286354	0.00533364	0.983648	0.011018	0.0194085	0.0154295	0.965162	
7732000	-52955.1	0.964407	0.0033252	0.032268	0.025697	0.966582	0.00772112	0.0623949	0.0480877	0.889517	
7733000	-52954	0.991207	0.00805002	0.000743399	0.00241822	0.994868	0.00271396	0.0152244	0.0924654	0.89231	
7734000	-52928.6	0.983289	0.0076962	0.00901431	0.00606461	0.98632	0.00761544	0.00329675	0.00687131	0.989832	
7735000	-52988.1	0.972068	0.0136587	0.014273	0.00312861	0.948894	0.0479771	0.0340046	0.030869	0.935126	
7736000	-52976.4	0.991664	0.00654875	0.00178747	0.000169731	0.989775	0.0100556	0.0358486	0.0138785	0.950273	
7737000	-52965	0.986977	0.00632564	0.00669762	0.00818985	0.986863	0.00494754	0.0423236	0.00914872	0.948528	
7738000	-52999.6	0.981835	0.00159221	0.016573	0.032112	0.964667	0.00322056	0.0071336	0.0290633	0.963803	
7739000	-53015.6	0.989948	0.00435984	0.0056918	0.00930516	0.960161	0.0305334	0.045061	0.0600924	0.894847	
7740000	-53007.1	0.994162	0.00285469	0.00298372	0.00755242	0.988374	0.00407336	0.0479644	0.00986636	0.942169	
7741000	-52989.3	0.987972	0.00827653	0.00375152	0.010379	0.976641	0.0129801	0.0197654	0.102404	0.87783	
7742000	-53017.1	0.973462	0.0232677	0.00327043	0.00574307	0.975638	0.0186191	0.0118643	0.00143096	0.986705	
7743000	-53045.6	0.973759	0.02498	0.00126082	0.0443263	0.953309	0.00236423	0.00876723	0.0166659	0.974567	
7744000	-53017.2	0.990022	0.00547898	0.00449943	0.000460687	0.998442	0.0010973	0.0171463	0.0085061	0.974348	
7745000	-53015.6	0.97381	0.00231442	0.0238757	0.0076928	0.978091	0.0142167	0.00567994	0.0450171	0.949303	
7746000	-53007.4	0.985626	0.0136544	0.000719644	0.0212777	0.974276	0.00444649	0.000652584	0.0248003	0.974547	
7747000	-53046.2	0.990964	0.000103328	0.00893292	0.00244994	0.988661	0.00888925	0.0368831	0.00969107	0.953426	
7748000	-53070.2	0.963838	0.0272029	0.00895894	0.0038772	0.989823	0.0062999	0.00142846	0.0677171	0.930854	
7749000	-53043	0.978179	0.00726414	0.0145566	0.0113972	0.969026	0.0195765	0.0104707	0.00446017	0.985069	
7750000	-53057.2	0.966253	0.0329389	0.000807799	0.0032797	0.990088	0.00663243	0.0386547	0.049325	0.91202	
7751000	-53050.2	0.948891	0.0223176	0.0287911	0.0244915	0.97054	0.00496831	0.0188379	0.0120348	0.969127	
7752000	-52992.6	0.997151	0.00239214	0.00045647	0.017983	0.978477	0.00354033	0.00622139	0.0103312	0.983447	
7753000	-52989	0.98469	0.0140687	0.0012412	0.00173558	0.988975	0.00928921	0.118847	0.0237228	0.85743	
7754000	-52971.5	0.974494	0.00774995	0.0177563	0.00847481	0.975925	0.0156002	0.0623364	0.0570963	0.880567	
7755000	-53002.3	0.98102	0.0179534	0.00102654	0.00419611	0.985149	0.0106547	0.0183818	0.0768599	0.904758	
7756000	-53049.4	0.968732	0.00911435	0.0221539	0.0183921	0.974731	0.00687718	0.0249056	0.105672	0.869422	
7757000	-53028.5	0.957407	0.012827	0.029766	0.00130115	0.984222	0.0144765	0.0132984	0.0206211	0.966081	
7758000	-53034.1	0.984379	0.0126665	0.00295459	0.0192169	0.979156	0.00162695	0.00569496	0.0896461	0.904659	
7759000	-53070.1	0.978735	0.0170142	0.00425091	0.0224267	0.977351	0.000222675	0.01456	0.0042273	0.981213	
7760000	-53047.9	0.989161	0.00790979	0.00292925	0.00835233	0.982607	0.0090405	0.00728735	0.0335819	0.959131	
7761000	-53052.2	0.994542	0.00277601	0.00268232	0.00917096	0.973753	0.0170762	0.080039	0.0234182	0.896543	
7762000	-53024.5	0.992621	0.00238736	0.00499208	0.00295418	0.99335	0.00369582	0.00360305	0.0309558	0.965441	
7763000	-52991.1	0.994288	0.00244082	0.00327126	0.000279449	0.980359	0.0193613	0.0095227	0.0267857	0.963692	
7764000	-52963.3	0.995665	0.00043001	0.00390537	0.0185813	0.967921	0.0134977	0.0152508	0.00134241	0.983407	
7765000	-52991.1	0.989344	0.00182171	0.00883414	0.0199231	0.97988	0.0001971	0.0138495	0.00287024	0.98328	
7766000	-52987.6	0.974083	0.00941279	0.0165041	0.0022073	0.989614	0.00817909	0.005052	0.0157809	0.979167	
7767000	-52992.8	0.987984	0.00608574	0.00592983	0.0324669	0.947073	0.0204603	0.0241333	0.0326964	0.94317	
7768000	-52956.7	0.992262	0.00220454	0.00553317	0.00725009	0.985211	0.00753846	0.0168844	0.00634739	0.976768	
7769000	-52923.1	0.986527	0.0052425	0.00823015	0.001158	0.991191	0.00765069	0.000311493	0.00463729	0.995051	
7770000	-52909	0.972085	0.00589778	0.0220174	0.0246662	0.971166	0.00416785	0.037663	0.00808078	0.954256	
7771000	-52898.3	0.977786	0.0205247	0.00168974	0.00109475	0.982484	0.0164215	0.158863	0.00257963	0.838557	
7772000	-52868.8	0.987271	0.00679739	0.00593149	0.00644336	0.98313	0.0104267	0.00567991	0.00473621	0.989584	
7773000	-52886.5	0.983825	0.00222986	0.0139454	0.0152141	0.977855	0.00693073	0.0333204	0.0452637	0.921416	
7774000	-52860.6	0.997675	9.4846e-05	0.00223016	0.00513542	0.985752	0.00911274	0.0442174	0.0428608	0.912922	
7775000	-52870.4	0.960105	0.0231389	0.0167566	0.00030499	0.988108	0.0115869	0.00588204	0.00265572	0.991462	
7776000	-52910	0.971327	0.0265328	0.00214034	0.000611164	0.995803	0.00358564	0.0332698	0.00687808	0.959852	
7777000	-52911.4	0.996337	0.00248514	0.00117774	0.0194273	0.980192	0.000381154	0.0352161	0.0280064	0.936777	
7778000	-52939.7	0.971354	0.0263297	0.00231668	0.00238242	0.975414	0.0222032	0.0533328	0.00864504	0.938022	
7779000	-52960.3	0.988672	0.00749037	0.00383813	0.00509087	0.994064	0.000845176	0.0154653	0.0112156	0.973319	
7780000	-52986	0.974165	0.00738724	0.018448	0.0204746	0.972862	0.00666332	0.0296227	0.0230425	0.947335	
7781000	-52975.4	0.981231	0.00482957	0.0139391	0.00181593	0.992731	0.00545294	0.0924058	0.0169369	0.890657	
7782000	-52934.9	0.990276	0.00278066	0.00694316	5.76028e-05	0.994883	0.00505892	0.0260939	0.0293062	0.9446	
7783000	-52903.4	0.969602	0.0131074	0.0172902	0.0451567	0.931471	0.023372	0.0547579	0.0357125	0.90953	
7784000	-52908	0.977939	0.0146368	0.00742422	0.0339469	0.960524	0.00552918	0.00310322	0.0600528	0.936844	
7785000	-52887.9	0.970656	0.0185215	0.010823	0.00671098	0.937603	0.0556856	0.00691982	0.0737603	0.91932	
7786000	-52894.2	0.97448	0.012796	0.0127235	0.00585223	0.984219	0.0099289	0.0223851	0.0229404	0.954674	
7787000	-52887.5	0.984466	0.0100609	0.00547324	0.0209865	0.970912	0.0081017	0.0132783	0.0431814	0.94354	
7788000	-52887.3	0.979878	0.00776287	0.012359	0.00320522	0.979898	0.0168967	0.0191003	0.0316904	0.949209	
7789000	-52882	0.989206	0.00695051	0.00384308	0.00142971	0.978718	0.0198522	0.00819654	0.0342642	0.957539	
7790000	-52924.9	0.977767	0.0155626	0.00667013	0.00932967	0.974314	0.0163559	0.101539	0.00934771	0.889113	
7791000	-52916.1	0.991867	0.00804346	8.91521e-05	0.0247842	0.971702	0.00351363	0.0142834	0.0872735	0.898443	
7792000	-52895.2	0.97045	0.011046	0.0185036	0.0140413	0.980765	0.00519349	0.0550594	0.0332189	0.911722	
7793000	-52878.1	0.969949	0.0216644	0.00838644	0.00465441	0.992306	0.00303918	0.0101046	0.00577091	0.984124	
7794000	-52893.2	0.990301	0.000430778	0.0092685	0.0269792	0.972846	0.000175137	0.10607	0.00812629	0.885804	
7795000	-52900.4	0.990842	0.00297175	0.00618582	0.0112739	0.98578	0.00294621	0.0111306	0.0320626	0.956807	
7796000	-52945.3	0.996183	0.00301684	0.000799679	0.0131539	0.98527	0.00157594	0.0359873	0.000378127	0.963635	
7797000	-52955.8	0.960471	0.0112576	0.0282715	0.00814467	0.966965	0.02489	0.0232939	0.0179966	0.958709	
7798000	-52929.1	0.996715	0.000558026	0.00272716	0.00502236	0.991458	0.0035198	0.0289009	0.0256883	0.945411	
7799000	-52949.5	0.992735	0.000788043	0.00647725	0.00278757	0.996586	0.000626804	0.0173519	0.127342	0.855306	
7800000	-52946.6	0.97275	0.00652889	0.0207209	0.0256186	0.954374	0.0200078	0.00788697	0.0329114	0.959202	
7801000	-52971.3	0.982814	0.00109556	0.0160901	0.00482329	0.986603	0.00857354	0.0362173	0.0262445	0.937538	
7802000	-52948	0.985258	0.00673802	0.00800397	0.00144419	0.986816	0.01174	0.0233878	0.0138085	0.962804	
7803000	-52969.1	0.957183	0.00301673	0.0398	0.00275568	0.987489	0.00975493	0.0326714	0.0405388	0.92679	
7804000	-52974.9	0.984046	0.0151578	0.000796025	0.0123576	0.986109	0.00153344	0.010371	0.00760235	0.982027	
7805000	-52975.5	0.986932	0.00712869	0.00593938	0.00402695	0.994201	0.00177224	0.00347084	0.0463821	0.950147	
7806000	-52976.2	0.978214	0.00420889	0.0175773	0.00429133	0.994073	0.00163577	0.0186461	0.0152011	0.966153	
7807000	-52978.9	0.953047	0.00435294	0.0425998	0.00262757	0.989355	0.00801761	0.0372823	0.00524829	0.957469	
7808000	-52962.6	0.972068	0.00845587	0.0194759	0.0102506	0.969106	0.0206434	0.00583234	0.105738	0.88843	
7809000	-52971.6	0.992595	0.00143513	0.00596988	0.00314996	0.984355	0.0124955	0.00883494	0.00496989	0.986195	
7810000	-52947.9	0.99785	0.00196772	0.00018249	0.00931943	0.974869	0.0158117	0.027936	0.0138196	0.958244	
7811000	-52975.8	0.977089	0.0162997	0.00661096	0.000781265	0.998909	0.000309923	0.0333337	0.0217326	0.944934	
7812000	-52965.5	0.989142	0.00563866	0.00521948	0.00603564	0.969076	0.0248882	0.00936135	0.124586	0.866053	
7813000	-52955.3	0.996421	0.00176101	0.00181789	0.00330761	0.996346	0.000346033	0.00502582	0.00719948	0.987775	
7814000	-53006.5	0.988744	0.00996118	0.00129468	0.0169359	0.971448	0.0116164	0.0760073	0.00288176	0.921111	
7815000	-52994.5	0.9944	0.00218334	0.00341637	0.0223032	0.973611	0.00408556	0.0142153	0.0678289	0.917956	
7816000	-52962.6	0.998117	0.000140054	0.00174285	0.00851861	0.981227	0.0102541	0.00612547	0.0377742	0.9561	
7817000	-52984.7	0.977083	0.00267492	0.0202417	0.0312086	0.955488	0.0133034	0.00660093	0.0784965	0.914903	
7818000	-52982.3	0.975152	0.013659	0.0111891	0.0152616	0.975824	0.00891457	0.0772437	0.043601	0.879155	
7819000	-52991.1	0.972154	0.0127165	0.0151294	0.00794805	0.986736	0.00531632	0.0237362	0.110344	0.86592	
7820000	-52992.4	0.987234	0.0114154	0.0013506	0.0253314	0.964958	0.00971029	0.012965	0.00774278	0.979292	
7821000	-52980	0.987319	0.0101426	0.00253798	0.00439861	0.983258	0.0123429	0.00185165	0.0249577	0.973191	
7822000	-52956.6	0.985648	0.0128027	0.00154972	0.00746873	0.990116	0.00241501	0.0754728	0.00413204	0.920395	
7823000	-52939.1	0.989152	0.00125802	0.00959007	0.00721602	0.992522	0.000262064	0.0299791	0.00765575	0.962365	
7824000	-52946	0.981115	0.016217	0.00266823	0.00486943	0.995122	8.5313e-06	0.0335836	0.00312917	0.963287	
7825000	-52889.1	0.987504	0.00439085	0.00810517	0.00759483	0.972759	0.0196461	0.00459461	0.029885	0.96552	
7826000	-52881.4	0.95937	0.0238978	0.0167322	0.00324191	0.986148	0.0106097	0.122207	0.00992067	0.867872	
7827000	-52864.9	0.961139	0.00437969	0.034481	0.00479477	0.993717	0.0014878	0.0205409	0.0520258	0.927433	
7828000	-52857.8	0.966443	0.00391341	0.0296432	0.0172138	0.965098	0.0176886	0.0584785	0.00414679	0.937375	
7829000	-52846	0.991541	0.000519715	0.00793901	0.00299356	0.984324	0.0126825	0.0893751	0.0132964	0.897329	
7830000	-52854.1	0.979637	0.0175299	0.00283313	0.00346833	0.981043	0.015489	0.043472	0.0137612	0.942767	
7831000	-52865.9	0.99463	0.002019	0.00335054	0.000271966	0.998664	0.00106386	0.0226381	0.0573906	0.919971	
7832000	-52869.8	0.992946	0.00520912	0.00184484	0.00156588	0.995256	0.00317827	0.0415805	0.0311804	0.927239	
7833000	-52874.3	0.995507	0.00256726	0.00192566	0.0165148	0.963045	0.0204401	0.0603854	0.0171804	0.922434	
7834000	-52869.4	0.950464	0.0396085	0.00992703	0.00862866	0.989578	0.00179371	0.0386066	0.0206765	0.940717	
7835000	-52872	0.976497	0.00475572	0.0187476	0.014319	0.980904	0.00477664	0.0704546	0.0272629	0.902282	
7836000	-52864.3	0.958297	0.00531522	0.0363876	0.0204742	0.968929	0.010597	0.0083509	0.0133043	0.978345	
7837000	-52887.3	0.982293	0.00370293	0.0140043	0.00957744	0.99039	3.29322e-05	0.0181876	0.0556274	0.926185	
7838000	-52900.5	0.990099	0.00674649	0.0031541	0.000547052	0.991256	0.00819712	0.00315589	0.0644226	0.932422	
7839000	-52907.7	0.979658	0.00686778	0.0134744	0.0112104	0.975682	0.0131078	0.03173	0.113561	0.854709	
7840000	-52923	0.990825	0.00244332	0.00673202	0.0164877	0.979834	0.00367791	0.020542	0.0541871	0.925271	
7841000	-52913.8	0.981523	0.0183113	0.000165967	0.0193282	0.978216	0.00245617	0.000304644	0.0347732	0.964922	
7842000	-52934.2	0.984373	0.00971034	0.00591686	0.00566802	0.986617	0.00771526	8.82616e-05	0.0566721	0.94324	
7843000	-52930.2	0.976009	0.000426243	0.0235645	0.0203883	0.947834	0.0317779	0.0818013	0.00973719	0.908461	
7844000	-52901.9	0.985212	0.00737839	0.00740951	0.0193459	0.963226	0.0174284	0.11423	0.0216919	0.864078	
7845000	-52922.3	0.987904	0.00807392	0.00402252	0.00365759	0.989991	0.00635092	0.00355484	0.000417274	0.996028	
7846000	-52941.5	0.994354	0.00525472	0.000391653	0.00896663	0.963843	0.0271908	0.0251712	0.0803552	0.894474	
7847000	-52956.7	0.994144	0.00139752	0.00445842	0.0114651	0.965263	0.0232724	0.0509575	0.0263842	0.922658	
7848000	-52950.8	0.990412	0.00486914	0.00471922	0.00736886	0.979679	0.0129523	0.0597054	0.0498125	0.890482	
7849000	-52927.2	0.972097	0.00516944	0.0227338	0.00193383	0.987728	0.0103379	0.0121875	0.0512078	0.936605	
7850000	-52943.5	0.96887	0.0127384	0.0183914	0.0137953	0.986046	0.000158526	0.0116344	0.0200787	0.968287	
7851000	-52954.1	0.984352	0.00438229	0.0112654	0.00969499	0.980714	0.00959051	0.0506742	0.0303516	0.918974	
7852000	-53007.3	0.97938	0.0136049	0.00701551	0.00308172	0.979944	0.0169746	0.0840848	0.0100521	0.905863	
7853000	-53026.1	0.983731	0.0158935	0.000375339	0.00678703	0.992059	0.00115361	0.0190928	0.0567504	0.924157	
7854000	-53015.8	0.995803	0.00263919	0.00155801	0.00646136	0.988207	0.00533211	0.0324522	0.0178581	0.94969	
7855000	-53037	0.99128	0.007216	0.00150425	0.0056489	0.99318	0.00117139	0.00646231	0.00196876	0.991569	
7856000	-53008	0.996425	0.00105512	0.00251959	0.00260629	0.99485	0.00254359	0.0186753	0.0166868	0.964638	
7857000	-52994	0.997772	0.000119015	0.00210931	0.00380816	0.994004	0.00218815	0.0218852	0.0177639	0.960351	
7858000	-53032.2	0.977497	0.012376	0.0101266	0.0251363	0.954592	0.0202715	0.00780359	0.0336886	0.958508	
7859000	-53012	0.987339	0.0076067	0.00505467	0.0027391	0.984306	0.0129554	0.118442	0.0348048	0.846753	
7860000	-53035.6	0.982092	0.000851305	0.0170571	0.00418564	0.99266	0.00315482	0.0035548	0.00495879	0.991486	
7861000	-53014.9	0.983462	0.00279576	0.0137419	0.00189677	0.996242	0.00186127	0.00226686	0.101562	0.896172	
7862000	-53012.9	0.993418	0.00522964	0.00135211	0.000557965	0.996769	0.0026728	0.0211282	0.13767	0.841202	
7863000	-53006.2	0.995021	0.00161325	0.00336614	0.0407149	0.951996	0.00728912	0.0223466	0.00768464	0.969969	
7864000	-52966.8	0.975749	0.0212175	0.00303306	0.0102891	0.977767	0.0119443	0.0258131	0.0411536	0.933033	
7865000	-52916.4	0.968863	0.00504929	0.0260874	0.0105499	0.988023	0.0014274	0.0454301	0.00868709	0.945883	
7866000	-52914.4	0.995919	0.000979477	0.00310189	0.000303246	0.998269	0.00142783	0.0293539	0.014142	0.956504	
7867000	-52928.4	0.970763	0.0161717	0.0130657	0.00631779	0.992775	0.000906838	0.0512337	0.0314152	0.917351	
7868000	-52894.6	0.976721	0.0146086	0.00866992	0.0425803	0.9493	0.00811942	0.0402347	0.00671274	0.953053	
7869000	-52916.1	0.986493	0.00531203	0.008195	0.00219361	0.993041	0.0047653	0.0340751	0.0271458	0.938779	
7870000	-52922.3	0.988077	0.00629883	0.00562406	0.000890883	0.996116	0.0029935	0.0276556	0.0233893	0.948955	
7871000	-52905	0.9986	6.02692e-05	0.00133998	0.00302481	0.985263	0.0117117	0.00510028	0.0325026	0.962397	
7872000	-52894.7	0.9779	0.0181281	0.00397206	0.00380945	0.992646	0.00354456	0.0398164	0.0702968	0.889887	
7873000	-52886.7	0.984475	0.0144164	0.00110826	0.00215209	0.997138	0.000709685	0.0209012	0.0717721	0.907327	
7874000	-52885.9	0.996846	0.000699457	0.00245476	0.00828324	0.98883	0.00288711	0.0169269	0.116976	0.866097	
7875000	-52884.8	0.994244	0.00293418	0.00282219	0.0013263	0.995674	0.0029995	0.0148779	0.0796384	0.905484	
7876000	-52914.9	0.989293	0.0100624	0.000644792	0.000301847	0.996908	0.00279009	0.0113709	0.0251064	0.963523	
7877000	-52916.9	0.992895	0.000725523	0.00637944	0.0224366	0.974178	0.00338491	0.0264464	0.023204	0.95035	
7878000	-52911.3	0.986277	0.00879798	0.00492473	0.00478684	0.993029	0.00218426	0.0324357	0.0147526	0.952812	
7879000	-52932.3	0.979865	0.00974658	0.0103889	0.019044	0.968977	0.0119789	0.0632849	0.0707492	0.865966	
7880000	-52923.3	0.994708	0.00212185	0.00317022	0.00261186	0.994119	0.00326899	0.0286321	0.0522679	0.9191	
7881000	-52917.6	0.987515	0.00345537	0.00902983	0.00566826	0.986245	0.00808709	0.0108338	0.0665733	0.922593	
7882000	-52932.2	0.994267	0.00429128	0.00144187	0.0154217	0.973805	0.0107729	0.0768063	0.0678315	0.855362	
7883000	-52929	0.994798	0.00507102	0.000131139	0.0163171	0.966685	0.0169976	0.0303797	0.00244231	0.967178	
7884000	-52937.4	0.994308	0.0040997	0.00159223	0.00506544	0.994634	0.000300646	0.0354751	0.00766496	0.95686	
7885000	-52911.8	0.984008	0.00484364	0.0111486	0.000580807	0.994874	0.00454539	0.0523729	0.0690385	0.878589	
7886000	-52929.6	0.964332	0.0202751	0.0153927	0.0494234	0.928602	0.0219746	0.0107117	0.0287532	0.960535	
7887000	-52955.1	0.977839	0.0145088	0.00765229	0.0152346	0.983992	0.000773224	0.00241165	0.0404037	0.957185	
7888000	-52993.8	0.975695	0.00438175	0.0199236	0.0307756	0.96531	0.0039145	0.0771167	0.00168657	0.921197	
7889000	-52954.7	0.986787	0.00670655	0.00650643	0.00713322	0.989328	0.00353844	0.00856015	0.00299428	0.988446	
7890000	-52977	0.99404	0.00155371	0.00440651	0.00724846	0.991015	0.00173648	0.0184043	0.0433662	0.938229	
7891000	-52995.4	0.974474	0.0020607	0.0234657	0.00340861	0.981216	0.0153759	0.00286606	0.0146894	0.982444	
7892000	-53016.1	0.979533	0.00983038	0.0106364	0.0046072	0.993615	0.00177806	0.00463955	0.0802597	0.915101	
7893000	-53041.3	0.999028	0.000429875	0.000542383	0.00769161	0.982853	0.0094549	0.0302051	0.00281467	0.96698	
7894000	-53056.6	0.989396	0.00896799	0.00163611	0.00274101	0.982315	0.0149436	0.0228816	0.0360759	0.941042	
7895000	-53040.7	0.967243	0.00461639	0.0281403	0.00201782	0.993179	0.00480291	0.0136168	0.064047	0.922336	
7896000	-53027.5	0.992986	0.00308662	0.00392689	0.00100685	0.981774	0.0172192	0.00739158	0.00394849	0.98866	
7897000	-53039.1	0.997115	0.00262032	0.00026483	0.00559338	0.972607	0.0218001	0.0513501	0.0250118	0.923638	
7898000	-53003	0.988411	0.000534904	0.0110536	0.0218381	0.958997	0.0191651	0.00491442	0.00320767	0.991878	
7899000	-53010	0.9979	0.00182888	0.000271377	0.00232466	0.988948	0.00872717	0.0201175	0.0308694	0.949013	
7900000	-52986.8	0.984647	0.00157656	0.0137763	0.00608689	0.99111	0.00280291	0.058802	0.0577816	0.883416	
7901000	-52986.1	0.984497	0.0108477	0.00465504	0.0425893	0.95616	0.0012509	0.0106111	0.0103016	0.979087	
7902000	-52982.1	0.993827	0.00544648	0.000726838	0.00730806	0.960149	0.0325426	0.00912108	0.000612517	0.990266	
7903000	-52976.7	0.995941	0.00255284	0.00150574	0.015724	0.983187	0.00108871	0.0123812	0.0850124	0.902606	
7904000	-52933.9	0.990428	0.00284572	0.00672639	0.00716819	0.992634	0.00019796	0.0457947	0.015507	0.938698	
7905000	-52954.9	0.95075	0.0408221	0.00842826	0.00305761	0.988973	0.00796928	0.055416	0.0271705	0.917413	
7906000	-52978.1	0.981687	0.0086919	0.00962107	0.00826641	0.980035	0.0116989	0.00299735	0.0328109	0.964192	
7907000	-52979.7	0.978613	0.00507996	0.0163071	0.00352203	0.994495	0.00198252	0.0165377	0.00329869	0.980164	
7908000	-53006.1	0.982428	0.0047459	0.0128258	0.00585305	0.989188	0.00495934	0.0579113	0.0103548	0.931734	
7909000	-53001.1	0.976488	0.0169494	0.00656248	0.0147518	0.954176	0.0310721	0.0348403	0.0250084	0.940151	
7910000	-52962.5	0.99139	0.00632929	0.00228041	0.000855435	0.99745	0.00169456	0.015573	0.0151566	0.96927	
7911000	-52950.2	0.987176	0.00976285	0.00306149	0.00138326	0.986601	0.0120161	0.0522698	0.0132697	0.93446	
7912000	-52986.3	0.993373	0.00592165	0.000705813	0.0181641	0.981834	2.23504e-06	0.0540185	0.0143897	0.931592	
7913000	-53006.7	0.970731	0.000431547	0.0288371	0.0191546	0.976411	0.0044341	0.0279072	0.0389982	0.933095	
7914000	-52996.8	0.982186	0.00258027	0.0152339	3.30134e-06	0.998669	0.00132809	0.00328921	0.165716	0.830995	
7915000	-53031.7	0.976853	0.0197131	0.00343434	0.0059169	0.977123	0.0169604	0.0931197	0.0283083	0.878572	
7916000	-53032.3	0.989647	0.00532835	0.00502482	0.000356583	0.997151	0.00249256	0.044981	0.00185718	0.953162	
7917000	-53023.2	0.971569	0.000760993	0.0276696	0.0159642	0.968821	0.0152152	0.00307439	0.0462114	0.950714	
7918000	-53057.3	0.984549	0.0047309	0.01072	0.0113225	0.98363	0.00504783	0.0483681	0.0579602	0.893672	
7919000	-53057.1	0.981307	0.00330043	0.0153926	0.0247972	0.97113	0.00407301	0.0769766	0.00841038	0.914613	
7920000	-53071.9	0.984576	0.011689	0.00373464	0.0128916	0.982291	0.0048172	0.00587889	0.178536	0.815585	
7921000	-53076.4	0.956907	0.00512674	0.0379667	0.0170742	0.977215	0.00571085	0.0131276	0.0105229	0.97635	
7922000	-53084	0.99075	0.000980407	0.00826917	0.0219645	0.975272	0.00276323	0.0263258	0.011864	0.96181	
7923000	-53114.8	0.989507	0.00906909	0.00142364	0.0010502	0.993413	0.00553659	0.00836099	0.0173917	0.974247	
7924000	-53101.7	0.997502	0.000144265	0.00235415	0.0105589	0.98936	8.1109e-05	0.0171361	0.0677614	0.915103	
7925000	-53088.8	0.989426	0.000948657	0.00962568	0.0287817	0.963182	0.00803662	0.00818151	0.0498518	0.941967	
7926000	-53104.9	0.987055	0.00714112	0.00580403	0.0127856	0.975171	0.0120433	0.018229	0.00624349	0.975527	
7927000	-53108	0.977167	0.0089296	0.0139031	0.0142524	0.976386	0.00936169	0.015261	0.0612723	0.923467	
7928000	-53123.5	0.992234	0.000153401	0.00761255	2.73253e-05	0.990044	0.00992846	0.0421327	0.0130012	0.944866	
7929000	-53156.9	0.980965	0.00048328	0.018552	0.0113902	0.985567	0.00304317	0.012103	0.0279099	0.959987	
7930000	-53153	0.985311	0.00641357	0.00827569	0.00304065	0.995343	0.001616	0.0837699	0.0011952	0.915035	
7931000	-53119.9	0.978051	0.00759117	0.0143579	0.00373567	0.972646	0.0236184	0.0207293	0.0337228	0.945548	
7932000	-53065.1	0.991589	0.00715851	0.00125221	0.000536396	0.988673	0.0107905	0.0621568	0.0645239	0.873319	
7933000	-53044	0.994882	0.00166917	0.00344836	0.00684594	0.981936	0.0112176	0.074916	0.00498039	0.920104	
7934000	-53043.7	0.988649	0.000546738	0.0108039	0.0219284	0.975166	0.00290556	0.103778	0.0162318	0.87999	
7935000	-53051.6	0.991968	0.00320068	0.00483176	0.00144956	0.986068	0.0124822	0.0139033	0.0172108	0.968886	
7936000	-53063.4	0.991135	0.00858766	0.000277383	0.00374322	0.984002	0.0122547	0.0100448	0.0397361	0.950219	
7937000	-53036.6	0.964298	0.00777974	0.0279218	0.00529948	0.991771	0.00292983	0.0283561	0.0296663	0.941978	
7938000	-53026.1	0.976645	0.0196056	0.00374989	0.0033225	0.986061	0.0106165	0.00519462	0.0277267	0.967079	
7939000	-53001.1	0.931919	0.00998527	0.0580955	0.00192982	0.988601	0.00946882	0.029493	0.00378527	0.966722	
7940000	-52987.9	0.979737	0.0196123	0.000650267	0.00171697	0.989777	0.00850639	0.010108	0.00839675	0.981495	
7941000	-52973.5	0.985164	0.0123731	0.00246312	0.0157421	0.97815	0.00610758	0.00151852	0.058121	0.94036	
7942000	-52958.7	0.95807	0.0375846	0.00434579	0.00201327	0.996203	0.00178339	0.0208326	0.0226429	0.956524	
7943000	-52978.6	0.982557	0.00708393	0.0103588	0.00652364	0.987675	0.00580087	0.0525411	0.0506591	0.8968	
7944000	-52983.6	0.993446	0.00137658	0.00517714	0.00786642	0.991122	0.00101157	0.0593955	0.00738935	0.933215	
7945000	-52981.6	0.981336	0.00603905	0.0126247	0.000681559	0.997279	0.0020393	0.0119736	0.104878	0.883148	
7946000	-52989.5	0.989095	0.0101891	0.000715468	0.00227158	0.996548	0.00118024	0.0109217	0.0154865	0.973592	
7947000	-53002.7	0.981141	0.00359293	0.0152657	0.0102107	0.966776	0.0230131	0.0348683	0.0247277	0.940404	
7948000	-52985.3	0.996512	0.00322864	0.000259118	0.003767	0.958281	0.0379521	0.00395867	0.0594927	0.936549	
7949000	-52999.3	0.988657	0.0079437	0.00339882	0.00539292	0.993053	0.00155366	0.0175687	0.0836567	0.898775	
7950000	-53038.2	0.96485	0.00861376	0.0265366	0.0270537	0.962228	0.0107186	0.033834	0.144945	0.821221	
7951000	-53051.9	0.985633	0.0065267	0.00783983	0.00287638	0.976799	0.0203245	0.000419378	0.0741192	0.925461	
7952000	-53039.4	0.97052	0.0153452	0.0141344	0.00105162	0.9973	0.0016484	0.0596386	0.0627151	0.877646	
7953000	-53007	0.998112	0.00136246	0.000525509	0.00400544	0.990034	0.00596093	0.0729069	0.00594616	0.921147	
7954000	-53031.7	0.978407	0.0103401	0.0112526	0.00668993	0.977062	0.0162481	0.0639798	0.0215732	0.914447	
7955000	-53037.4	0.993442	0.00436223	0.00219534	0.0110931	0.982068	0.00683918	0.00584842	0.0255891	0.968562	
7956000	-53071.7	0.993814	0.00190111	0.00428486	0.000787978	0.996387	0.00282524	0.0922117	0.0639486	0.84384	
